Title,Location,Company,Summary,Search_type,Date,Link,Extraction_date
Systemutvecklare med ledarerfarenhet till växande medtech bo...,Stockholm,RaySearch Laboratories,Vi fortsätter att växa och välkomnar nu dig med bakgrund inom systemutveckling och ledarskap som vill medverka för att teknisk innovation snabbare kommer till…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=b2fd4ee1a0b333c7&fccid=c81d3c0758425ccb&vjs=3,2020-10-18
Buying & Merchandising Coordinator,Malmö,Boozt Fashion,"You can find our headquarters in Malmö, Sweden, but we also have a few physical retail stores in the Copenhagen area, our Boozt Innovation Lab in the heart of…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=ba4f15c53b8f00b1&fccid=791f32c97b793188&vjs=3,2020-10-18
Data Scients to worlds biggest music streaming company,Stockholm,Academic Work,"Operate large batch data pipelines.You have experience with one or more higher-level JVM-based data processing frameworks such as Beam, Dataflow, Crunch,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOK66flIUeIOMPPbmqtrUvyQIgtP78kTR6MaJXryIRLgZppILBUhiDeRcxphg4edNKvcLt9pJnIMu9sdq7mOCl9dcwgzVpadMmHVjFlnjaC8wECOkj8d3qKw3BEJIOazyLJ82cpzo_DaCoqCJ4EOSBFG3rWBAo3ZmbDZB8pMRs_f0W1i80FyNPtEG5wtgF64723nfxiBgitPeCViDRcIkthIo4E15LdIVWNJ8XDaxawAqC5HscTbRQj_seYsKvYJy7y52mpJW5mlrXRNV-StU_kfOG60kQGgJAxcoz01hBxN8TdclsBtlYFe3h-KzSSsoJvixJuAdHQ95rEmnSBHy-T8TS1fQFsJYjC5FSifb5QOkiU-J0b5MDzbT3an2vU5eLtSYSJZxYXtcOqSbShbbuVpRB1g-6PB1J9OYLZYlO9R7KwIy7zeXpEgXakAe7ZjKTyEVIO8CNQxVksWy3vxthDZlMlu6rZkk4qR7VsS_dD-y54wJjfkKDaJQxBYZ_fyBTwNpzONZ5S3kcY0IPsBYvK507_ZZ_9bBdLFCTp_eo2799t6k_JOGev_OdrZhYw3qcNesIfr6PHdGuWPYd_ce4PEc-RdGoruDircGOiqFepkvc_ABoF11aT9_Jz4wvJyx0-uWLs0Dc5Fi63M4ILxVerMdOL3mMdZOpxq06X4dtcBkzjIxCNC5y-RnyNdXMc92FaIkgSFX5yGT1e_wRq-7nkl-L74F7-dxBHcmVzj0chaOA-U7l3c-TffPVXF4b6JGt04prsg0p_i9lV0zpwnX3&p=1&fvj=0&vjs=3,2020-10-18
Dansktalende Customer Service Agent,Malmö,Boozt Fashion,"You can find our headquarters in Malmö, Sweden, but we also have a few physical retail stores in the Copenhagen area, our Boozt Innovation Lab in the heart of…",Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=767851dde162ed9c&fccid=791f32c97b793188&vjs=3,2020-10-18
Organisational Development (various levels),Stockholm,Klarna,"Analytical and data-driven decision-making and change management.We don’t require any specific subject but Business, Science or Technology is a plus.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=fb1957914d6b754a&fccid=e327fa7aabb6e920&vjs=3,2020-10-18
"Data Engineer – Data Products for IKEA.com, Customer Domain,...",Malmö,IKEA,"Continuous learning (we aim to spend 20% of our working time on learning).How do we design, build, test and maintain data products and cloud-based services to…",Organic,11 dagar sedan,https://se.indeed.com/rc/clk?jk=90d9b6f019b26636&fccid=af17ea0d1d6bbbba&vjs=3,2020-10-18
Data Engineer - Abnitio Developer,Stockholm,Levigo,"AVRO schema based on generic data ingestion graph.Strong experience in Ab Initio Metaprogramming, complex data transformations and Data Lineage.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=944c2a7458f22c96&fccid=2175cf490b6d6fde&vjs=3,2020-10-18
Quantitative Analyst,Stockholm,Kambi Stockholm,Experience using statistical computer languages (R and/or Python) to manipulate data and draw insights from large data sets.What’s in it for you?,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=d4e9715cc898c633&fccid=df42ed9fe8ff2a1d&vjs=3,2020-10-18
DevOps Engineer,Solna,PrimeKey,"Experience and or proficiency with various monitoring and troubleshooting tools, or various application response time monitoring tools.",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=b018e8773a5b9d6d&fccid=75483dde636b5b14&vjs=3,2020-10-18
Research Scientist – Peri-and-Post Approval Studies (PPAS),Stockholm,Evidera,This may include studies of existing databases and/or de novo data collection.Masters or Doctorate degree plus relevant professional experience in the health…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=67e3ae46872fcc3e&fccid=13bdc6eb14329ae4&vjs=3,2020-10-18
Business Analyst,Stockholm,Epidemic Sound,"Degree in science, computer science, statistics, economics, mathematics, or similar quantitative discipline.Providing reporting and performance monitoring from…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=5ee9ee20c62dc73b&fccid=0724ac049d2b292c&vjs=3,2020-10-18
Senior data Engineer med Open Source mindset,Solna,ICA Gruppen AB,"Vår ambition är att på ett enkelt sätt föra in avancerad analys, AI och machine learning som en naturlig del av våra affärsprocesser.",Organic,18 dagar sedan,https://se.indeed.com/rc/clk?jk=e5c80d1b8934c014&fccid=d64c292ff540899b&vjs=3,2020-10-18
Get to know us,Malmö,Idean,"Invent combines market leading expertise in strategy, technology, data science and creative design to help business leaders plot a path to the future and…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e96b0dc3c27ceb5a&fccid=b54e110033313161&vjs=3,2020-10-18
ERP Analyst,Stockholm,Northvolt,We constantly have to figure out innovative solutions to new types of requirements or problems.Northvolt has an exciting job opportunity for an ERP Analyst to…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=18869ad0ec268ee4&fccid=0284097cdcfc2e52&vjs=3,2020-10-18
Presales / Lead Consultants,Stockholm,Bilot,"Data-arkitektur, analys, visualisering, data science.Vill du vara med och starta upp något nytt på svenska marknaden?Vi kallar detta Commercial Excellence.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=211d3ad8074e0c64&fccid=3a79b6362baf23bd&vjs=3,2020-10-18
Cloud Engineer,Stockholm,Nepa,Nepa is the frontrunner when it comes to data-driven decision making.You have relevant educational background and/or a couple years’ experience working with…,Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=054119d6a60578d4&fccid=68130678e2ebefdc&vjs=3,2020-10-18
Doctoral student in Computer Science,Örebro,Örebro Universitet,"For applicants to meet the specific entry requirements for research studies in the subject, the following applies master of science in computer science,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=3a5a64eefc298f33&fccid=bf708e8aa9700c06&vjs=3,2020-10-18
Business Analyst,Uppsala,Cytiva,"Experience, insights or curiosity in applying AI to market or financial data to derive insights is an advantage.Our customers undertake life-saving activities.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=9d5d19c200422b8f&fccid=c46411dafcae5d08&vjs=3,2020-10-18
Frontendutvecklare,Karlshamn,Avalon Innovation,Du har en eftergymnasial utbildning inom data/IT och har arbetat ett par år med programmering.Anslut dig till vårt team av skickliga och affärsdrivna…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=68fc700e960269f4&fccid=33ec971e99444bcd&vjs=3,2020-10-18
Senior Frontendutvecklare till AFRY,Göteborg,AFRY,AFRY är rankat som en av Sveriges mest populära arbetsgivare bland ingenjörer.På AFRY kommer du att bli en del av att skapa hållbara lösningar; we don’t care…,Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=0f9ebebb0c1c0d35&fccid=a05b8f26580d8624&vjs=3,2020-10-18
Software Engineer - Enrichment,Stockholm,Tink,"You’ll also have the opportunity to learn and contribute in other areas such as data and machine learning engineering.As an engineer in Enrichment, you will.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=fa577cf75b1b00e3&fccid=8f4ee24ca7337cd7&vjs=3,2020-10-18
Solutions Engineer (Pre sales),Stockholm,Confluent,"Your technical expertise will almost certainly be in infrastructure software like databases, message queues, SaaS, microservices or Big Data products.",Organic,5 dagar sedan,https://se.indeed.com/rc/clk?jk=9d3cdcd10c78770e&fccid=281afef2f966dcf1&vjs=3,2020-10-18
Financial Analyst,Malmö,Verisure Innovation AB,"Share learnings within team, and Group Finance.Examine reports and data closely to check for discrepancies.Business leadership: Goes beyond the mere reporting…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=1c77ba35ec313965&fccid=ed8ba7520e3f6ae5&vjs=3,2020-10-18
Frontendutvecklare,Stockholm,Mercur Solutions AB,"Vi ser att du talar svenska och engelska och att du har en utbildningsbakgrund som ingenjör, data/systemvetare eller liknande.",Organic,23 dagar sedan,https://se.indeed.com/rc/clk?jk=ef5b6f3a55856139&fccid=f7e2c1b6fdf28425&vjs=3,2020-10-18
Database Performance Engineer,Stockholm,Kindred Group,You have a strong focus on tuning the data layer of Java applications.We are looking for a database performance engineer that is willing to evolve our…,Organic,23 dagar sedan,https://se.indeed.com/rc/clk?jk=488d099e03c5a904&fccid=328e069e300289d4&vjs=3,2020-10-18
Junior Electrical Engineer - Sweden,Gävle,Suir Engineering,A third level electrical engineering degree or equivalent.A minimum of 1 year's experience working in an electrical engineer role.,Organic,11 dagar sedan,https://se.indeed.com/rc/clk?jk=49eae53593d08cf9&fccid=034639a83a1bc0a8&vjs=3,2020-10-18
Systemutvecklare med ledarerfarenhet till växande medtech bo...,Stockholm,RaySearch Laboratories AB (publ),"RaySearch develops innovative software solutions to improve cancer care.Over 2,600 clinics in more than 65 countries use RaySearch software to improve…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=c747bfbb6f67d96b&fccid=c3195d6ece71d6c1&vjs=3,2020-10-18
Back-end Engineer,Stockholm,Embark Studios,"A good grasp of performance, optimization and data structures.As a Back-end Engineer at Embark you will be a game maker, building a sustainable foundation for…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=2c7462e03c26fef9&fccid=71cd9bed440f3121&vjs=3,2020-10-18
Senior Data Scientist – Growth Research & Strategy,Stockholm,Spotify,"You have at least 5+ years of experience in a similar growth data scientist role and a degree in science, computer science, statistics, economics, mathematics,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=ae0203f0261ea21c&fccid=fe404d18bb9eef1e&vjs=3,2020-10-18
Graduate ML Hardware Engineer,Lund,Arm,"Working towards or completed university degree (or equivalent) in Electrical Engineering, Computer Science or other relevant subject.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=1b201557a049a41b&fccid=0110be8f148b4964&vjs=3,2020-10-18
Business Analyst,Stockholm,Anyfin,As a business analyst you will be.You have a MSc or BSc in a technical field or a Business degree from a top tier university.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=4c3459ff9298aea5&fccid=baea990ef52d6306&vjs=3,2020-10-18
Manager Data Analytics,Stockholm,iZettle,"Have machine learning and/or data engineering experience.Have a strong technical background with 4+ year of hands on experience working with analytics, data…",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=2eb3d50207bc5b94&fccid=978d9fd9799d55a8&vjs=3,2020-10-18
Laboratorieassistent,Köping,QIAGEN,"Inom produktionsavdelningen på SGS DNA arbetar 45 kvalificerade laboratorieassistenter och ingenjörer.Biologi är meriterande, Du har god datorvana och kan…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e8752d008254c74e&fccid=58e44ef0852f1a0d&vjs=3,2020-10-18
IT Drifttekniker,Mölndal,Hedin Bil,Ta fram och utvärdera nya analysmetoder av data.Se över och förstå hur vi samlar in data.Målet med Bi organisationen är att genom data förklara och driva…,Organic,25 dagar sedan,https://se.indeed.com/rc/clk?jk=4dfc6deb7f891912&fccid=4f9d244614dfb6a6&vjs=3,2020-10-18
Embedded Software Engineer,Lund,Axis Communications,AI / Machine Learning / Deep learning.Nu har du möjligheten att jobba som mjukvaruutvecklare i ett team med kompetenta och drivna kollegor där ni alla två…,Organic,17 dagar sedan,https://se.indeed.com/rc/clk?jk=782b322bf65ae5d4&fccid=a1003a86bec42ff5&vjs=3,2020-10-18
Data Scients to worlds biggest music streaming company,Stockholm,Academic Work,"Operate large batch data pipelines.You have experience with one or more higher-level JVM-based data processing frameworks such as Beam, Dataflow, Crunch,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOK66flIUeIOMPPbmqtrUvyQIgtP78kTR6MaJXryIRLgZppILBUhiDeRcxphg4edNKvcLt9pJnIMu9sdq7mOCl9dcwgzVpadMmHVjFlnjaC8wECOkj8d3qKw3BEJIOazyLJ82cpzo_DaCoqCJ4EOSBFG3rWBAo3ZkmywCXUOg9Suahz6TQlEOcyxI5MoQzydY3etBcgLvwK9Y9QvZUgrnMTLL3DOcNLdPqP1nlvpUcsQQOGxWgpx-PVYU87I14VnAabSUW9mrtfRKoJ10LeCdEXvwljLiXzxQrJQ3DCxJmsB741jhZoKT4kAf8jUhwC_VWbLgYEkZ-ZPhA3zFb0DA4bfY4ZtpsIMaoEQdC--rh4E7S9hkygDCT60EAQd_xqyhiJbJA01KvGvInlTyQTbB19J2TAm3qzJEm6bRjaOPjVoAEeGZYUO41FRlqNbW_OECc8Cs2zXZLnv-X2cqp1PlI3nvgwbTivj9z8YJB80zZBRthEKLNFlObL5yFsl81dbTpvA1YgNvDlsccGPNqLt2KuXNNkqKLZYRPITpWZbZg_gre02QABjCtDac0VvDFhxJNzb1hUQHCvSH9L4HcKtqFfwSg5Poy-r_-fFm2wesHPZrdoR9giUeO1CmIEaAxhV4jl4t3Kfjl8kXliGXj56QwMGRMpnk0UcmnmKGiKzWhSPcfeHxcCM3qr4f19pJHGJGoiUj5066pnxHrdASOuWpKhPCzcLh5NV4jcQEmdGaRlAM0kIME15Z5kjoY2jeUPsGbjg-7JDZtAzJFdANjJAb-&p=4&fvj=0&vjs=3,2020-10-18
DATA SCIENTIST,Stockholm,TMC,"Tidigare erfarenhet i data analytics, maskininlärning, artificiell intelligens, statistik och data mining.I rollen ingår att ansvara för kvalitetssäkring av…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=8ea010b958417a17&fccid=0fcdec9647fe762c&vjs=3,2020-10-18
Oriola söker en Supply chain analyst,Stockholm,Oriola Sweden AB,Förmåga att analysera data och dra affärsrelevanta slutsatser utifrån dem.Samla in och analysera Supply chain data för att identifiera problematiska områden…,Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=461115a8b1f16650&fccid=8f781cb24ae8063b&vjs=3,2020-10-18
Manufacturing Engineer,Linköping,Intelium Engineering,Our vision is to create a better workplace for every engineer.We believe in sharing our knowledge and expanding our skillsets by learning from each other.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=9a424b2a13915313&fccid=0134bc9cfda68527&vjs=3,2020-10-18
Signalling Engineer,Hässleholm,Bombardier,Bachelor’s or master’s degree in engineering or any other equivalent field or work experience.Experience of development according to safety standards such as…,Organic,22 dagar sedan,https://se.indeed.com/rc/clk?jk=846de26cf530f997&fccid=b3f8eab3b50969f8&vjs=3,2020-10-18
DEVELOPMENT ENGINEER WITHIN AUTONOMOUS DRIVE & AI,Stockholm,ALTEN Sverige,"Machine learning & Artificial Intelligence (AI).Programming skills in C++, Python or C#.Application/domain knowledge in IoT and/or Automotive.",Organic,18 dagar sedan,https://se.indeed.com/rc/clk?jk=e743ff3c7de00172&fccid=6e57dceacef0d055&vjs=3,2020-10-18
DATA SCIENCE TECH LEAD,Stockholm,Harnham,"Experiment, train and deploy machine learning models at scale.You can expect to be engaging with a range of technologies and vast data sets to productionise…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=eb793439ede1df1d&fccid=d72eb0548d91249c&vjs=3,2020-10-18
Studerande Junior Business Analyst till ett globalt läkemede...,Solna,Academic Work,"Sammanställning/Analys av större mängder data.Du kommer att arbeta med data, systemadministration, rapportgenerering samt analys.",Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=42a68ded49ee06f5&fccid=dccca727bf1a6346&vjs=3,2020-10-18
Data treasury analyst på 50% till internationellt fondbolag!,Stockholm,Amendo,Intresset för finans- / finansrelaterade frågor samt data och att visualisera data anses vara ett plus.Vi söker nu en person som kan arbeta deltid.,Organic,14 dagar sedan,https://se.indeed.com/rc/clk?jk=71650ca3de508fdd&fccid=0a2524164790de7d&vjs=3,2020-10-18
Ingenjör inom test- och mätautomatisering,Lund,DVel,"Vi letar nu efter en ingenjör för uppdrag hos en av våra kunder.Skulle du vilja jobba på ett litet specialiserat konsultbolag, med en blandning av olika…",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=b26009916e66071e&fccid=e7a6377b49b5d7d3&vjs=3,2020-10-18
Experienced Vulnerability Scanning Engineer,Stockholm,SEB,Experience in developing vulnerability signatures or detectors for open source or commercial scanning solutions.You probably have knowledge in these areas:,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=162bbbf6adbb65bf&fccid=2eb52353f2b6f939&vjs=3,2020-10-18
Data Scients to worlds biggest music streaming company,Stockholm,Academic Work,"Operate large batch data pipelines.You have experience with one or more higher-level JVM-based data processing frameworks such as Beam, Dataflow, Crunch,…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOK66flIUeIOMPPbmqtrUvyQIgtP78kTR6MaJXryIRLgZppILBUhiDeRcxphg4edNKvcLt9pJnIMu9sdq7mOCl9dcwgzVpadMmHVjFlnjaC8wECOkj8d3qKw3BEJIOazyLJ82cpzo_DaCoqCJ4EOSBFG3rWBAo3ZmXsGx3TPO9te3ZAAlaRIdrMsgBqUDiTNBkzQnQ0tDHMqLWpLzf1Zb5puMGWfJ52UMzURFwDgwPbsotijwAts1VKUZvE_kMRZYNpA6l_9zZeeoxR9kQ-EySqghH9Pqnz2Oe9lk4VAM8ZBY4noA9UcNY879VJ_cuYgvFFTdBrBPLZa6NfFEJnN8SDp08OcKUl7rH5FJolEI9v44xEk8q3p6wINKjTwCN22m8GH9xKu86izwBhboWOtUEerYKTiCZ-hxIdvJeXutMJzi3Qz8ZdJp3VIYYpiN6GgLtR0uAk-jvtofXUD8Y2GD1AE_LYKx4HQNTzDzM7T6XaaTao6UBmHCzMEbcD67q06g2h9eJlDEgsZ_v2ogH-LcW8Fy0nLaZOZe-XcDpBUyAX6btShzhKAFy_UTouuO3uYMkW5Qnx7pzVjTIqcp9BpYFvDPbzwmPMK8imJAHm-z_9wKcAsAnREqWnalZR85VvHpoK8Hbn8p4je-mC6dzleGPC97QHl5UnCq_l9-fggAu1WPq4IJxAzVvy7gIVo1Wpb2cnt-ZR9X2XtpYf1bSR2ap5h_17qCfmeinax5MuQmH7cHxFnny1S-jqmR8iYf412Nlw3-nvz6g3MnJ1xO5O-fi&p=0&fvj=0&vjs=3,2020-10-18
Modeling and Simulation Scientist - Oncopeptides,Stockholm,Haeger & Carlsson | Executive Search & Interim AB,Proficiency in working with databases and analysis tools of such data.Reviewing and ensuring accurate data presented in clinical study reports and scientific…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=9ce5afff1f692948&fccid=4976cfc9f682fe80&vjs=3,2020-10-18
Safety Engineer,Stockholm,Bombardier,Experience in an engineering field preferably as safety engineer or system engineer;All qualified applicants will receive consideration for employment without…,Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=caaea7115b75a4b3&fccid=b3f8eab3b50969f8&vjs=3,2020-10-18
Application Engineer,Stockholm,Northvolt,Our battery systems are also connected by Wi-Fi or LTE to enable remote diagnosis and data collection.Solve system malfunctions or software related issues…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=4b2c7a1a9b539a53&fccid=0284097cdcfc2e52&vjs=3,2020-10-18
BI-utvecklare med känsla för visualisering,Solna,SBAB,"Lämplig högskoleutbildning inom data/systemvetenskap/ekonomi.Vi har precis påbörjat en spännande molnresa, där vi ser framför oss helt nya möjligheter för vårt…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=6ef201f09a4654d0&fccid=d3902d11ece13cca&vjs=3,2020-10-18
Global People Analyst,Göteborg,Volvo,"We believe you have a Bachelor’s degree in Computer Science, Statistics, Human Resources or Business and around 8 years of experience within a relevant field.",Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=b375547ad6a6491b&fccid=849c0f4c2c13d398&vjs=3,2020-10-18
"Specialist SA, Analytics - Big Data & Data Warehousing",Stockholm,AWS EMEA SARL (Sweden Branch),"Experience with migrating workloads between data centres or from on-prem to cloud.Experience designing, building, refactoring or operating Analytics - either…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=3c79a3bde0bb97f7&fccid=fe2d21eef233e94a&vjs=3,2020-10-18
Senior Data Engineer,Stockholm,Acast,"For this position we are hiring in Stockholm or people working remotely in Sweden, Norway, France, Germany or UK.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=459bdfc373e6c07f&fccid=70c1c71a83bd6cbb&vjs=3,2020-10-18
Thesis Worker,Göteborg,Volvo Group,"Master's level students with fluid dynamics, physics and/or mathematical background.The thesis will encompass a literature study, data analysis and CFD…",Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=212496af27888ad5&fccid=0f63e537c80f169b&vjs=3,2020-10-18
Customer Engineer,Stockholm,Vertiv Co.,You will work alone or together with colleagues under your own responsibility.We think you today work in this area or in an adjacent field.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=9c7693d5f577b922&fccid=477f42bf51f254ef&vjs=3,2020-10-18
Traction Motor Electrical Engineer,Västerås,Bombardier,"Master’s Degree in Electrical Engineering or equivalent working experience.Knowledge of Catia V5, KISSsoft and/or M-design required.It’s all about progress.",Organic,1 dag sedan,https://se.indeed.com/rc/clk?jk=099a79fb85de2121&fccid=b3f8eab3b50969f8&vjs=3,2020-10-18
Machine Learning / AI Application Engineer,Stockholm,Ecobloom Sweden AB,Experience with sensory system APIs and data sensor data processing.Work or educational experience in Machine Learning or Artificial Intelligence.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=be13d9f8f512a7d8&fccid=54f5ece4fb39e184&vjs=3,2020-10-18
Senior Digital Analyst,Stockholm,Beet AB,"Är du en driven marknadsförare med kärlek för data, riktigt bra kaffe, fredagsbubbel och härliga kollegor?En del av detta går ut på att genomföra behovsanalys…",Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=d57f41db4a1e0336&fccid=27110437ccac76ce&vjs=3,2020-10-18
"Sales Engineer, Application Modernization",Stockholm,Google,Experience serving in the capacity of a technical sales engineer in a cloud computing environment or equivalent experience in a customer facing role.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=bd99b3c90a977b15&fccid=a5b4499d9e91a5c6&vjs=3,2020-10-18
Development engineer with C# skills,Sverige,Mpya Sci & Tech,"Högskoleexamen inom elektronik, data eller programmering, eller likvärdig arbetserfarenhet.Vi söker dig som har högskoleutbildning inom elektronik, data eller…",Organic,16 dagar sedan,https://se.indeed.com/rc/clk?jk=3d5875c632c0b256&fccid=b69b520963c4145d&vjs=3,2020-10-18
Medical Science Liaison (MSL) - HAE,Stockholm,Takeda Pharmaceuticals,"An advanced degree in life sciences (MD, PharmD or PhD or equivalent) is required.Support data dissemination at congresses in according to plans.",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=0cebdf188899236a&fccid=4819693c833d5b6e&vjs=3,2020-10-18
Internship Nordic Demand Planning Beauty Care,Stockholm,Henkel,"Business/Engineer student with focus in Supply Chain Management or other related courses.You know how to translate complex data into a simple solution, clear…",Organic,4 dagar sedan,https://se.indeed.com/rc/clk?jk=51567ec865c49a58&fccid=79b1953a75a5cc1a&vjs=3,2020-10-18
Quality Automation Engineer,Malmö,Neo4j,Experience with data-focused products such as databases or Business Intelligence tools.We hire candidates who are fundamentally wired to connect – whether that…,Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=55612defb802c16e&fccid=22802a3c9cf9578d&vjs=3,2020-10-18
Customer & Media Analyst to H&M Marketing & Communication,Stockholm,H&M,"Programming experience such as SQL, SAS, R or Python and visualization experience through e.g. PowerBI or Tableau.",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=980d7583ab87120a&fccid=7c13ea7d2941e927&vjs=3,2020-10-18
Climate Advisor,Stockholm,GoClimate,"The role entails data collection in close collaboration with the client, and processing data in accordance with the GHG Protocol, as well as report writing.",Organic,4 dagar sedan,https://se.indeed.com/rc/clk?jk=e8b1be06d4c64a14&fccid=0579f75bfb9a2980&vjs=3,2020-10-18
Java Software Engineer,Sverige,Satalia,"As an organisation, we push the boundaries of data science, optimisation and artificial intelligence to solve the hardest problems in industry.",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=c3dbd8683d5d6e36&fccid=9b33c64f6852099c&vjs=3,2020-10-18
Prisanalytiker till ApoEx,Stockholm,ApoEx,"Har en högskoleutbildning inom matte, ekonomi, data, statistik, ingenjör eller annat relevant område där du tillägnat dig god förståelse för dataanalys.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=f9e24c0717c52c07&fccid=1cc926b1ac88156c&vjs=3,2020-10-18
Graduate Solutions Engineer,Stockholm,Cisco Systems,You are a recent graduate or on your final year of studies toward a Bachelor's (BE/BSc/BA/etc.) or Master's degree in any of the STEM subject areas ideally with…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=62664c203bacc2e8&fccid=dfc44f3b8c44a6db&vjs=3,2020-10-18
Data Engineer - Big Data,Stockholm,Boxhill AB,"Analytiska färdigheter relaterade till att arbeta med ostrukturerade data, manipulera, bearbeta och extrahera värde från stora datamängder.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e94dd659a7f0c876&fccid=247baaeb2b253616&vjs=3,2020-10-18
SOFTWARE ENGINEER AUTOMOTIVE - R&D,Göteborg,Sigma IT,"Vi tror att du är civil- eller högskoleingenjör inom data, elektroteknik, teknisk fysik, systemvetenskap eller annan relevant utbildning.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=35462601d95f1406&fccid=9ca51fcdd144a45e&vjs=3,2020-10-18
Senior Data Engineer,Stockholm,Ericsson,We believe that availability of data and data analysis will make a huge difference in Ericsson's future and our vision is to take the connected world further…,Organic,6 dagar sedan,https://se.indeed.com/rc/clk?jk=4d274c9ec6b9bd81&fccid=82656d64a9a3e6a7&vjs=3,2020-10-18
Customer Experience Analyst,Nydalen,Ice Communication Norge AS,Sørge for å gjøre ice enda mer data- og innsiktsdrevet.Hente og analysere innsikt og data for ice markedsavdeling.Måle og analysere NPS som KPI for selskapet.,Organic,23 dagar sedan,https://se.indeed.com/rc/clk?jk=5cc63b69e1d0adcc&fccid=d3c4f882d643a1f6&vjs=3,2020-10-18
Graduate ML System Analysis engineer,Lund,Arm,"You recently graduated or are about to graduate with a Bachelor’s or Master’s degree in Computer science, Electrical engineering or a related field with a good…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=7916cae62ab09d94&fccid=0110be8f148b4964&vjs=3,2020-10-18
Cloud Engineer,Stockholm,Nordea,"Providing personal data is necessary to conduct the recruitment processes.Support the migration of existing infrastructure to AWS, Azure or GCP.",Organic,27 dagar sedan,https://se.indeed.com/rc/clk?jk=649a17b7b848fc36&fccid=18a52b98f4f641e4&vjs=3,2020-10-18
